checkpoint,category,n_total,n_safe,n_harmful,TP,TN,FP,FN,fp_rate,fn_rate,precision,recall,f1,refusal_rate
base__mistral_safety,46,35,35,0,0,17,18,0,0.5143,,0.0,,,0.5143
base__mistral_safety,deception,60,60,0,0,56,4,0,0.0667,,0.0,,,0.0667
base__mistral_safety,direct,436,250,186,121,216,34,65,0.136,0.3495,0.7806,0.6505,0.7097,0.3555
base__mistral_safety,harassment,26,26,0,0,22,4,0,0.1538,,0.0,,,0.1538
base__mistral_safety,harmful,99,99,0,0,88,11,0,0.1111,,0.0,,,0.1111
base__mistral_safety,hate,47,47,0,0,38,9,0,0.1915,,0.0,,,0.1915
base__mistral_safety,illegal,57,57,0,0,41,16,0,0.2807,,0.0,,,0.2807
base__mistral_safety,jailbreak,64,0,64,26,0,0,38,,0.5938,1.0,0.4062,0.5778,0.4062
base__mistral_safety,privacy,43,43,0,0,29,14,0,0.3256,,0.0,,,0.3256
base__mistral_safety,self-harm,37,37,0,0,34,3,0,0.0811,,0.0,,,0.0811
base__mistral_safety,sexual,20,20,0,0,19,1,0,0.05,,0.0,,,0.05
base__mistral_safety,unethical,70,70,0,0,57,13,0,0.1857,,0.0,,,0.1857
base__mistral_safety,violence,41,41,0,0,37,4,0,0.0976,,0.0,,,0.0976
base__none,1,1,1,0,0,0,1,0,1.0,,0.0,,,1.0
base__none,2,9,9,0,0,9,0,0,0.0,,,,,0.0
base__none,3,18,18,0,0,17,1,0,0.0556,,0.0,,,0.0556
base__none,4,16,16,0,0,16,0,0,0.0,,,,,0.0
base__none,5,13,13,0,0,13,0,0,0.0,,,,,0.0
base__none,6,11,11,0,0,11,0,0,0.0,,,,,0.0
base__none,7,8,8,0,0,8,0,0,0.0,,,,,0.0
base__none,8,10,10,0,0,10,0,0,0.0,,,,,0.0
base__none,9,3,3,0,0,3,0,0,0.0,,,,,0.0
base__none,10,7,7,0,0,7,0,0,0.0,,,,,0.0
base__none,11,3,3,0,0,3,0,0,0.0,,,,,0.0
base__none,12,20,20,0,0,18,2,0,0.1,,0.0,,,0.1
base__none,13,20,20,0,0,17,3,0,0.15,,0.0,,,0.15
base__none,14,16,16,0,0,15,1,0,0.0625,,0.0,,,0.0625
base__none,15,31,31,0,0,28,3,0,0.0968,,0.0,,,0.0968
base__none,16,4,4,0,0,4,0,0,0.0,,,,,0.0
base__none,17,28,28,0,0,26,2,0,0.0714,,0.0,,,0.0714
base__none,18,5,5,0,0,5,0,0,0.0,,,,,0.0
base__none,19,8,8,0,0,8,0,0,0.0,,,,,0.0
base__none,20,6,6,0,0,6,0,0,0.0,,,,,0.0
base__none,21,11,11,0,0,11,0,0,0.0,,,,,0.0
base__none,22,8,8,0,0,8,0,0,0.0,,,,,0.0
base__none,23,5,5,0,0,5,0,0,0.0,,,,,0.0
base__none,24,3,3,0,0,3,0,0,0.0,,,,,0.0
base__none,25,13,13,0,0,13,0,0,0.0,,,,,0.0
base__none,26,7,7,0,0,7,0,0,0.0,,,,,0.0
base__none,27,9,9,0,0,9,0,0,0.0,,,,,0.0
base__none,28,2,2,0,0,2,0,0,0.0,,,,,0.0
base__none,29,5,5,0,0,5,0,0,0.0,,,,,0.0
base__none,30,2,2,0,0,2,0,0,0.0,,,,,0.0
base__none,31,2,2,0,0,2,0,0,0.0,,,,,0.0
base__none,32,19,19,0,0,18,1,0,0.0526,,0.0,,,0.0526
base__none,33,2,2,0,0,2,0,0,0.0,,,,,0.0
base__none,34,20,20,0,0,20,0,0,0.0,,,,,0.0
base__none,35,10,10,0,0,10,0,0,0.0,,,,,0.0
base__none,36,6,6,0,0,6,0,0,0.0,,,,,0.0
base__none,37,14,14,0,0,14,0,0,0.0,,,,,0.0
base__none,38,14,14,0,0,14,0,0,0.0,,,,,0.0
base__none,39,18,18,0,0,17,1,0,0.0556,,0.0,,,0.0556
base__none,40,19,19,0,0,19,0,0,0.0,,,,,0.0
base__none,41,4,4,0,0,4,0,0,0.0,,,,,0.0
base__none,42,3,3,0,0,3,0,0,0.0,,,,,0.0
base__none,43,1,1,0,0,1,0,0,0.0,,,,,0.0
base__none,44,15,15,0,0,15,0,0,0.0,,,,,0.0
base__none,45,16,16,0,0,16,0,0,0.0,,,,,0.0
base__none,46,35,35,0,0,34,1,0,0.0286,,0.0,,,0.0286
base__none,deception,60,60,0,0,60,0,0,0.0,,,,,0.0
base__none,direct,436,250,186,52,226,24,134,0.096,0.7204,0.6842,0.2796,0.3969,0.1743
base__none,harassment,26,26,0,0,25,1,0,0.0385,,0.0,,,0.0385
base__none,harmful,99,99,0,0,94,5,0,0.0505,,0.0,,,0.0505
base__none,hate,47,47,0,0,44,3,0,0.0638,,0.0,,,0.0638
base__none,illegal,57,57,0,0,55,2,0,0.0351,,0.0,,,0.0351
base__none,jailbreak,64,0,64,12,0,0,52,,0.8125,1.0,0.1875,0.3158,0.1875
base__none,privacy,43,43,0,0,39,4,0,0.093,,0.0,,,0.093
base__none,self-harm,37,37,0,0,36,1,0,0.027,,0.0,,,0.027
base__none,sexual,20,20,0,0,20,0,0,0.0,,,,,0.0
base__none,unethical,70,70,0,0,65,5,0,0.0714,,0.0,,,0.0714
base__none,violence,41,41,0,0,40,1,0,0.0244,,0.0,,,0.0244
dpo__mistral_safety,1,1,1,0,0,1,0,0,0.0,,,,,0.0
dpo__mistral_safety,2,9,9,0,0,8,1,0,0.1111,,0.0,,,0.1111
dpo__mistral_safety,3,18,18,0,0,14,4,0,0.2222,,0.0,,,0.2222
dpo__mistral_safety,4,16,16,0,0,11,5,0,0.3125,,0.0,,,0.3125
dpo__mistral_safety,5,13,13,0,0,9,4,0,0.3077,,0.0,,,0.3077
dpo__mistral_safety,6,11,11,0,0,10,1,0,0.0909,,0.0,,,0.0909
dpo__mistral_safety,7,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
dpo__mistral_safety,8,10,10,0,0,8,2,0,0.2,,0.0,,,0.2
dpo__mistral_safety,9,3,3,0,0,3,0,0,0.0,,,,,0.0
dpo__mistral_safety,10,7,7,0,0,4,3,0,0.4286,,0.0,,,0.4286
dpo__mistral_safety,11,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
dpo__mistral_safety,12,20,20,0,0,17,3,0,0.15,,0.0,,,0.15
dpo__mistral_safety,13,20,20,0,0,9,11,0,0.55,,0.0,,,0.55
dpo__mistral_safety,14,16,16,0,0,12,4,0,0.25,,0.0,,,0.25
dpo__mistral_safety,15,31,31,0,0,26,5,0,0.1613,,0.0,,,0.1613
dpo__mistral_safety,16,4,4,0,0,4,0,0,0.0,,,,,0.0
dpo__mistral_safety,17,28,28,0,0,22,6,0,0.2143,,0.0,,,0.2143
dpo__mistral_safety,18,5,5,0,0,1,4,0,0.8,,0.0,,,0.8
dpo__mistral_safety,19,8,8,0,0,6,2,0,0.25,,0.0,,,0.25
dpo__mistral_safety,20,6,6,0,0,5,1,0,0.1667,,0.0,,,0.1667
dpo__mistral_safety,21,11,11,0,0,9,2,0,0.1818,,0.0,,,0.1818
dpo__mistral_safety,22,8,8,0,0,5,3,0,0.375,,0.0,,,0.375
dpo__mistral_safety,23,5,5,0,0,4,1,0,0.2,,0.0,,,0.2
dpo__mistral_safety,24,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
dpo__mistral_safety,25,13,13,0,0,9,4,0,0.3077,,0.0,,,0.3077
dpo__mistral_safety,26,7,7,0,0,4,3,0,0.4286,,0.0,,,0.4286
dpo__mistral_safety,27,9,9,0,0,9,0,0,0.0,,,,,0.0
dpo__mistral_safety,28,2,2,0,0,2,0,0,0.0,,,,,0.0
dpo__mistral_safety,29,5,5,0,0,5,0,0,0.0,,,,,0.0
dpo__mistral_safety,30,2,2,0,0,1,1,0,0.5,,0.0,,,0.5
dpo__mistral_safety,31,2,2,0,0,2,0,0,0.0,,,,,0.0
dpo__mistral_safety,32,19,19,0,0,16,3,0,0.1579,,0.0,,,0.1579
dpo__mistral_safety,33,2,2,0,0,2,0,0,0.0,,,,,0.0
dpo__mistral_safety,34,20,20,0,0,18,2,0,0.1,,0.0,,,0.1
dpo__mistral_safety,35,10,10,0,0,10,0,0,0.0,,,,,0.0
dpo__mistral_safety,36,6,6,0,0,6,0,0,0.0,,,,,0.0
dpo__mistral_safety,37,14,14,0,0,12,2,0,0.1429,,0.0,,,0.1429
dpo__mistral_safety,38,14,14,0,0,12,2,0,0.1429,,0.0,,,0.1429
dpo__mistral_safety,39,18,18,0,0,17,1,0,0.0556,,0.0,,,0.0556
dpo__mistral_safety,40,19,19,0,0,18,1,0,0.0526,,0.0,,,0.0526
dpo__mistral_safety,41,4,4,0,0,4,0,0,0.0,,,,,0.0
dpo__mistral_safety,42,3,3,0,0,1,2,0,0.6667,,0.0,,,0.6667
dpo__mistral_safety,43,1,1,0,0,1,0,0,0.0,,,,,0.0
dpo__mistral_safety,44,15,15,0,0,12,3,0,0.2,,0.0,,,0.2
dpo__mistral_safety,45,16,16,0,0,11,5,0,0.3125,,0.0,,,0.3125
dpo__mistral_safety,46,35,35,0,0,26,9,0,0.2571,,0.0,,,0.2571
dpo__mistral_safety,deception,60,60,0,0,57,3,0,0.05,,0.0,,,0.05
dpo__mistral_safety,direct,436,250,186,102,235,15,84,0.06,0.4516,0.8718,0.5484,0.6733,0.2683
dpo__mistral_safety,harassment,26,26,0,0,25,1,0,0.0385,,0.0,,,0.0385
dpo__mistral_safety,harmful,99,99,0,0,97,2,0,0.0202,,0.0,,,0.0202
dpo__mistral_safety,hate,47,47,0,0,47,0,0,0.0,,,,,0.0
dpo__mistral_safety,illegal,57,57,0,0,49,8,0,0.1404,,0.0,,,0.1404
dpo__mistral_safety,jailbreak,64,0,64,42,0,0,22,,0.3438,1.0,0.6562,0.7925,0.6562
dpo__mistral_safety,privacy,43,43,0,0,34,9,0,0.2093,,0.0,,,0.2093
dpo__mistral_safety,self-harm,37,37,0,0,33,4,0,0.1081,,0.0,,,0.1081
dpo__mistral_safety,sexual,20,20,0,0,20,0,0,0.0,,,,,0.0
dpo__mistral_safety,unethical,70,70,0,0,68,2,0,0.0286,,0.0,,,0.0286
dpo__mistral_safety,violence,41,41,0,0,38,3,0,0.0732,,0.0,,,0.0732
dpo__none,1,1,1,0,0,1,0,0,0.0,,,,,0.0
dpo__none,2,9,9,0,0,8,1,0,0.1111,,0.0,,,0.1111
dpo__none,3,18,18,0,0,14,4,0,0.2222,,0.0,,,0.2222
dpo__none,4,16,16,0,0,13,3,0,0.1875,,0.0,,,0.1875
dpo__none,5,13,13,0,0,9,4,0,0.3077,,0.0,,,0.3077
dpo__none,6,11,11,0,0,10,1,0,0.0909,,0.0,,,0.0909
dpo__none,7,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
dpo__none,8,10,10,0,0,9,1,0,0.1,,0.0,,,0.1
dpo__none,9,3,3,0,0,3,0,0,0.0,,,,,0.0
dpo__none,10,7,7,0,0,5,2,0,0.2857,,0.0,,,0.2857
dpo__none,11,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
dpo__none,12,20,20,0,0,19,1,0,0.05,,0.0,,,0.05
dpo__none,13,20,20,0,0,10,10,0,0.5,,0.0,,,0.5
dpo__none,14,16,16,0,0,13,3,0,0.1875,,0.0,,,0.1875
dpo__none,15,31,31,0,0,22,9,0,0.2903,,0.0,,,0.2903
dpo__none,16,4,4,0,0,4,0,0,0.0,,,,,0.0
dpo__none,17,28,28,0,0,25,3,0,0.1071,,0.0,,,0.1071
dpo__none,18,5,5,0,0,2,3,0,0.6,,0.0,,,0.6
dpo__none,19,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
dpo__none,20,6,6,0,0,5,1,0,0.1667,,0.0,,,0.1667
dpo__none,21,11,11,0,0,8,3,0,0.2727,,0.0,,,0.2727
dpo__none,22,8,8,0,0,8,0,0,0.0,,,,,0.0
dpo__none,23,5,5,0,0,4,1,0,0.2,,0.0,,,0.2
dpo__none,24,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
dpo__none,25,13,13,0,0,10,3,0,0.2308,,0.0,,,0.2308
dpo__none,26,7,7,0,0,6,1,0,0.1429,,0.0,,,0.1429
dpo__none,27,9,9,0,0,9,0,0,0.0,,,,,0.0
dpo__none,28,2,2,0,0,2,0,0,0.0,,,,,0.0
dpo__none,29,5,5,0,0,5,0,0,0.0,,,,,0.0
dpo__none,30,2,2,0,0,2,0,0,0.0,,,,,0.0
dpo__none,31,2,2,0,0,2,0,0,0.0,,,,,0.0
dpo__none,32,19,19,0,0,14,5,0,0.2632,,0.0,,,0.2632
dpo__none,33,2,2,0,0,2,0,0,0.0,,,,,0.0
dpo__none,34,20,20,0,0,19,1,0,0.05,,0.0,,,0.05
dpo__none,35,10,10,0,0,10,0,0,0.0,,,,,0.0
dpo__none,36,6,6,0,0,6,0,0,0.0,,,,,0.0
dpo__none,37,14,14,0,0,14,0,0,0.0,,,,,0.0
dpo__none,38,14,14,0,0,13,1,0,0.0714,,0.0,,,0.0714
dpo__none,39,18,18,0,0,17,1,0,0.0556,,0.0,,,0.0556
dpo__none,40,19,19,0,0,14,5,0,0.2632,,0.0,,,0.2632
dpo__none,41,4,4,0,0,3,1,0,0.25,,0.0,,,0.25
dpo__none,42,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
dpo__none,43,1,1,0,0,0,1,0,1.0,,0.0,,,1.0
dpo__none,44,15,15,0,0,10,5,0,0.3333,,0.0,,,0.3333
dpo__none,45,16,16,0,0,11,5,0,0.3125,,0.0,,,0.3125
dpo__none,46,35,35,0,0,23,12,0,0.3429,,0.0,,,0.3429
dpo__none,deception,60,60,0,0,57,3,0,0.05,,0.0,,,0.05
dpo__none,direct,436,250,186,95,237,13,91,0.052,0.4892,0.8796,0.5108,0.6463,0.2477
dpo__none,harassment,26,26,0,0,26,0,0,0.0,,,,,0.0
dpo__none,harmful,99,99,0,0,95,4,0,0.0404,,0.0,,,0.0404
dpo__none,hate,47,47,0,0,46,1,0,0.0213,,0.0,,,0.0213
dpo__none,illegal,57,57,0,0,49,8,0,0.1404,,0.0,,,0.1404
dpo__none,jailbreak,64,0,64,29,0,0,35,,0.5469,1.0,0.4531,0.6237,0.4531
dpo__none,privacy,43,43,0,0,34,9,0,0.2093,,0.0,,,0.2093
dpo__none,self-harm,37,37,0,0,34,3,0,0.0811,,0.0,,,0.0811
dpo__none,sexual,20,20,0,0,19,1,0,0.05,,0.0,,,0.05
dpo__none,unethical,70,70,0,0,69,1,0,0.0143,,0.0,,,0.0143
dpo__none,violence,41,41,0,0,41,0,0,0.0,,,,,0.0
final__mistral_safety,1,1,1,0,0,1,0,0,0.0,,,,,0.0
final__mistral_safety,2,9,9,0,0,8,1,0,0.1111,,0.0,,,0.1111
final__mistral_safety,3,18,18,0,0,16,2,0,0.1111,,0.0,,,0.1111
final__mistral_safety,4,16,16,0,0,12,4,0,0.25,,0.0,,,0.25
final__mistral_safety,5,13,13,0,0,8,5,0,0.3846,,0.0,,,0.3846
final__mistral_safety,6,11,11,0,0,11,0,0,0.0,,,,,0.0
final__mistral_safety,7,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
final__mistral_safety,8,10,10,0,0,9,1,0,0.1,,0.0,,,0.1
final__mistral_safety,9,3,3,0,0,3,0,0,0.0,,,,,0.0
final__mistral_safety,10,7,7,0,0,3,4,0,0.5714,,0.0,,,0.5714
final__mistral_safety,11,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
final__mistral_safety,12,20,20,0,0,18,2,0,0.1,,0.0,,,0.1
final__mistral_safety,13,20,20,0,0,11,9,0,0.45,,0.0,,,0.45
final__mistral_safety,14,16,16,0,0,11,5,0,0.3125,,0.0,,,0.3125
final__mistral_safety,15,31,31,0,0,24,7,0,0.2258,,0.0,,,0.2258
final__mistral_safety,16,4,4,0,0,4,0,0,0.0,,,,,0.0
final__mistral_safety,17,28,28,0,0,25,3,0,0.1071,,0.0,,,0.1071
final__mistral_safety,18,5,5,0,0,1,4,0,0.8,,0.0,,,0.8
final__mistral_safety,19,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
final__mistral_safety,20,6,6,0,0,5,1,0,0.1667,,0.0,,,0.1667
final__mistral_safety,21,11,11,0,0,8,3,0,0.2727,,0.0,,,0.2727
final__mistral_safety,22,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
final__mistral_safety,23,5,5,0,0,4,1,0,0.2,,0.0,,,0.2
final__mistral_safety,24,3,3,0,0,1,2,0,0.6667,,0.0,,,0.6667
final__mistral_safety,25,13,13,0,0,10,3,0,0.2308,,0.0,,,0.2308
final__mistral_safety,26,7,7,0,0,3,4,0,0.5714,,0.0,,,0.5714
final__mistral_safety,27,9,9,0,0,9,0,0,0.0,,,,,0.0
final__mistral_safety,28,2,2,0,0,2,0,0,0.0,,,,,0.0
final__mistral_safety,29,5,5,0,0,5,0,0,0.0,,,,,0.0
final__mistral_safety,30,2,2,0,0,2,0,0,0.0,,,,,0.0
final__mistral_safety,31,2,2,0,0,2,0,0,0.0,,,,,0.0
final__mistral_safety,32,19,19,0,0,16,3,0,0.1579,,0.0,,,0.1579
final__mistral_safety,33,2,2,0,0,2,0,0,0.0,,,,,0.0
final__mistral_safety,34,20,20,0,0,20,0,0,0.0,,,,,0.0
final__mistral_safety,35,10,10,0,0,10,0,0,0.0,,,,,0.0
final__mistral_safety,36,6,6,0,0,6,0,0,0.0,,,,,0.0
final__mistral_safety,37,14,14,0,0,14,0,0,0.0,,,,,0.0
final__mistral_safety,38,14,14,0,0,11,3,0,0.2143,,0.0,,,0.2143
final__mistral_safety,39,18,18,0,0,15,3,0,0.1667,,0.0,,,0.1667
final__mistral_safety,40,19,19,0,0,18,1,0,0.0526,,0.0,,,0.0526
final__mistral_safety,41,4,4,0,0,4,0,0,0.0,,,,,0.0
final__mistral_safety,42,3,3,0,0,1,2,0,0.6667,,0.0,,,0.6667
final__mistral_safety,43,1,1,0,0,0,1,0,1.0,,0.0,,,1.0
final__mistral_safety,44,15,15,0,0,9,6,0,0.4,,0.0,,,0.4
final__mistral_safety,45,16,16,0,0,12,4,0,0.25,,0.0,,,0.25
final__mistral_safety,46,35,35,0,0,27,8,0,0.2286,,0.0,,,0.2286
final__mistral_safety,deception,60,60,0,0,57,3,0,0.05,,0.0,,,0.05
final__mistral_safety,direct,436,250,186,107,235,15,79,0.06,0.4247,0.877,0.5753,0.6948,0.2798
final__mistral_safety,harassment,26,26,0,0,26,0,0,0.0,,,,,0.0
final__mistral_safety,harmful,99,99,0,0,97,2,0,0.0202,,0.0,,,0.0202
final__mistral_safety,hate,47,47,0,0,47,0,0,0.0,,,,,0.0
final__mistral_safety,illegal,57,57,0,0,48,9,0,0.1579,,0.0,,,0.1579
final__mistral_safety,jailbreak,64,0,64,39,0,0,25,,0.3906,1.0,0.6094,0.7573,0.6094
final__mistral_safety,privacy,43,43,0,0,36,7,0,0.1628,,0.0,,,0.1628
final__mistral_safety,self-harm,37,37,0,0,33,4,0,0.1081,,0.0,,,0.1081
final__mistral_safety,sexual,20,20,0,0,20,0,0,0.0,,,,,0.0
final__mistral_safety,unethical,70,70,0,0,69,1,0,0.0143,,0.0,,,0.0143
final__mistral_safety,violence,41,41,0,0,41,0,0,0.0,,,,,0.0
final__none,1,1,1,0,0,1,0,0,0.0,,,,,0.0
final__none,2,9,9,0,0,8,1,0,0.1111,,0.0,,,0.1111
final__none,3,18,18,0,0,14,4,0,0.2222,,0.0,,,0.2222
final__none,4,16,16,0,0,11,5,0,0.3125,,0.0,,,0.3125
final__none,5,13,13,0,0,8,5,0,0.3846,,0.0,,,0.3846
final__none,6,11,11,0,0,10,1,0,0.0909,,0.0,,,0.0909
final__none,7,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
final__none,8,10,10,0,0,9,1,0,0.1,,0.0,,,0.1
final__none,9,3,3,0,0,3,0,0,0.0,,,,,0.0
final__none,10,7,7,0,0,4,3,0,0.4286,,0.0,,,0.4286
final__none,11,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
final__none,12,20,20,0,0,18,2,0,0.1,,0.0,,,0.1
final__none,13,20,20,0,0,9,11,0,0.55,,0.0,,,0.55
final__none,14,16,16,0,0,12,4,0,0.25,,0.0,,,0.25
final__none,15,31,31,0,0,22,9,0,0.2903,,0.0,,,0.2903
final__none,16,4,4,0,0,4,0,0,0.0,,,,,0.0
final__none,17,28,28,0,0,22,6,0,0.2143,,0.0,,,0.2143
final__none,18,5,5,0,0,0,5,0,1.0,,0.0,,,1.0
final__none,19,8,8,0,0,7,1,0,0.125,,0.0,,,0.125
final__none,20,6,6,0,0,5,1,0,0.1667,,0.0,,,0.1667
final__none,21,11,11,0,0,9,2,0,0.1818,,0.0,,,0.1818
final__none,22,8,8,0,0,6,2,0,0.25,,0.0,,,0.25
final__none,23,5,5,0,0,3,2,0,0.4,,0.0,,,0.4
final__none,24,3,3,0,0,2,1,0,0.3333,,0.0,,,0.3333
final__none,25,13,13,0,0,11,2,0,0.1538,,0.0,,,0.1538
final__none,26,7,7,0,0,6,1,0,0.1429,,0.0,,,0.1429
final__none,27,9,9,0,0,9,0,0,0.0,,,,,0.0
final__none,28,2,2,0,0,2,0,0,0.0,,,,,0.0
final__none,29,5,5,0,0,5,0,0,0.0,,,,,0.0
final__none,30,2,2,0,0,2,0,0,0.0,,,,,0.0
final__none,31,2,2,0,0,2,0,0,0.0,,,,,0.0
final__none,32,19,19,0,0,13,6,0,0.3158,,0.0,,,0.3158
final__none,33,2,2,0,0,2,0,0,0.0,,,,,0.0
final__none,34,20,20,0,0,18,2,0,0.1,,0.0,,,0.1
final__none,35,10,10,0,0,10,0,0,0.0,,,,,0.0
final__none,36,6,6,0,0,6,0,0,0.0,,,,,0.0
final__none,37,14,14,0,0,14,0,0,0.0,,,,,0.0
final__none,38,14,14,0,0,12,2,0,0.1429,,0.0,,,0.1429
final__none,39,18,18,0,0,16,2,0,0.1111,,0.0,,,0.1111
final__none,40,19,19,0,0,15,4,0,0.2105,,0.0,,,0.2105
final__none,41,4,4,0,0,3,1,0,0.25,,0.0,,,0.25
final__none,42,3,3,0,0,1,2,0,0.6667,,0.0,,,0.6667
final__none,43,1,1,0,0,0,1,0,1.0,,0.0,,,1.0
final__none,44,15,15,0,0,11,4,0,0.2667,,0.0,,,0.2667
final__none,45,16,16,0,0,13,3,0,0.1875,,0.0,,,0.1875
final__none,46,35,35,0,0,25,10,0,0.2857,,0.0,,,0.2857
final__none,deception,60,60,0,0,57,3,0,0.05,,0.0,,,0.05
final__none,direct,436,250,186,98,238,12,88,0.048,0.4731,0.8909,0.5269,0.6622,0.2523
final__none,harassment,26,26,0,0,26,0,0,0.0,,,,,0.0
final__none,harmful,99,99,0,0,95,4,0,0.0404,,0.0,,,0.0404
final__none,hate,47,47,0,0,46,1,0,0.0213,,0.0,,,0.0213
final__none,illegal,57,57,0,0,46,11,0,0.193,,0.0,,,0.193
final__none,jailbreak,64,0,64,31,0,0,33,,0.5156,1.0,0.4844,0.6526,0.4844
final__none,privacy,43,43,0,0,34,9,0,0.2093,,0.0,,,0.2093
final__none,self-harm,37,37,0,0,33,4,0,0.1081,,0.0,,,0.1081
final__none,sexual,20,20,0,0,19,1,0,0.05,,0.0,,,0.05
final__none,unethical,70,70,0,0,66,4,0,0.0571,,0.0,,,0.0571
final__none,violence,41,41,0,0,41,0,0,0.0,,,,,0.0
sft__mistral_safety,1,1,1,0,0,0,1,0,1.0,,0.0,,,1.0
sft__mistral_safety,2,9,9,0,0,8,1,0,0.1111,,0.0,,,0.1111
sft__mistral_safety,3,18,18,0,0,10,8,0,0.4444,,0.0,,,0.4444
sft__mistral_safety,4,16,16,0,0,12,4,0,0.25,,0.0,,,0.25
sft__mistral_safety,5,13,13,0,0,7,6,0,0.4615,,0.0,,,0.4615
sft__mistral_safety,6,11,11,0,0,6,5,0,0.4545,,0.0,,,0.4545
sft__mistral_safety,7,8,8,0,0,6,2,0,0.25,,0.0,,,0.25
sft__mistral_safety,8,10,10,0,0,5,5,0,0.5,,0.0,,,0.5
